locus_tag	ftype	length_bp	gene	EC_number	COG	product
HGLHCLKK_02685	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
HGLHCLKK_02686	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
HGLHCLKK_02687	CDS	1251	entS		COG0477	Enterobactin exporter EntS
HGLHCLKK_02688	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
HGLHCLKK_02689	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
HGLHCLKK_02690	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
HGLHCLKK_02691	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
HGLHCLKK_02692	CDS	597	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
HGLHCLKK_02693	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
HGLHCLKK_02694	CDS	2106	cstA		COG1966	Peptide transporter CstA
HGLHCLKK_02695	CDS	198				hypothetical protein
HGLHCLKK_02696	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
HGLHCLKK_02697	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
HGLHCLKK_02698	CDS	630	ybdM_1		COG1475	putative protein YbdM
HGLHCLKK_02699	CDS	1221				hypothetical protein
HGLHCLKK_02700	CDS	903	ybdO_1			putative HTH-type transcriptional regulator YbdO
HGLHCLKK_02701	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
HGLHCLKK_02702	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
HGLHCLKK_02703	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
HGLHCLKK_02704	CDS	429	uspG		COG0589	Universal stress protein UP12
HGLHCLKK_02705	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
HGLHCLKK_02706	CDS	90	yldA			Protein YldA
HGLHCLKK_02707	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
HGLHCLKK_02708	misc_RNA	109				rnk_leader
HGLHCLKK_02709	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
HGLHCLKK_02710	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
HGLHCLKK_02711	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
HGLHCLKK_02712	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
HGLHCLKK_02713	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
HGLHCLKK_02714	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
HGLHCLKK_02715	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
HGLHCLKK_02716	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
HGLHCLKK_02717	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
HGLHCLKK_02718	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
HGLHCLKK_02719	CDS	1386	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
HGLHCLKK_02720	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
HGLHCLKK_02721	misc_RNA	359				cspA
HGLHCLKK_02722	CDS	210	cspE			Cold shock-like protein CspE
HGLHCLKK_02723	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
HGLHCLKK_02724	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
HGLHCLKK_02725	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
HGLHCLKK_02726	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
HGLHCLKK_02727	CDS	954	ybdO_2			putative HTH-type transcriptional regulator YbdO
HGLHCLKK_02728	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
HGLHCLKK_02729	CDS	264				hypothetical protein
HGLHCLKK_02730	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
HGLHCLKK_02731	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
HGLHCLKK_02732	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
HGLHCLKK_02733	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
HGLHCLKK_02734	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
HGLHCLKK_02735	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
HGLHCLKK_02736	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
HGLHCLKK_02737	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
HGLHCLKK_02738	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
HGLHCLKK_02739	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
HGLHCLKK_02740	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
HGLHCLKK_02741	CDS	483				hypothetical protein
HGLHCLKK_02742	CDS	588	esiB			Secretory immunoglobulin A-binding protein EsiB
HGLHCLKK_02743	CDS	156				hypothetical protein
HGLHCLKK_02744	CDS	708				hypothetical protein
HGLHCLKK_02745	CDS	1428				hypothetical protein
HGLHCLKK_02746	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
HGLHCLKK_02747	CDS	708				hypothetical protein
HGLHCLKK_02748	CDS	453				hypothetical protein
HGLHCLKK_02749	CDS	837				hypothetical protein
HGLHCLKK_02750	CDS	1671	hscC		COG0443	Chaperone protein HscC
HGLHCLKK_02751	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
HGLHCLKK_02752	CDS	726	glnQ_2			Glutamine transport ATP-binding protein GlnQ
HGLHCLKK_02753	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
HGLHCLKK_02754	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
HGLHCLKK_02755	misc_RNA	163				sroC
HGLHCLKK_02756	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
HGLHCLKK_02757	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
HGLHCLKK_02758	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
HGLHCLKK_02759	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
HGLHCLKK_02760	CDS	1080	ybeZ		COG1702	PhoH-like protein
HGLHCLKK_02761	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
HGLHCLKK_02762	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
HGLHCLKK_02763	tRNA	75				tRNA-Gln(ctg)
HGLHCLKK_02764	tRNA	75				tRNA-Gln(ctg)
HGLHCLKK_02765	tRNA	77				tRNA-Met(cat)
HGLHCLKK_02766	tRNA	75				tRNA-Gln(ttg)
HGLHCLKK_02767	tRNA	75				tRNA-Gln(ttg)
HGLHCLKK_02768	tRNA	85				tRNA-Leu(tag)
HGLHCLKK_02769	tRNA	77				tRNA-Met(cat)
HGLHCLKK_02770	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
HGLHCLKK_02771	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
HGLHCLKK_02772	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
HGLHCLKK_02773	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
HGLHCLKK_02774	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
HGLHCLKK_02775	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
HGLHCLKK_02776	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
HGLHCLKK_02777	CDS	480	chiP_1			Chitoporin
HGLHCLKK_02778	CDS	909	chiP_2			Chitoporin
HGLHCLKK_02779	CDS	327	chiQ			putative lipoprotein ChiQ
HGLHCLKK_02780	CDS	447	fur		COG0735	Ferric uptake regulation protein
HGLHCLKK_02781	CDS	531	fldA		COG0716	Flavodoxin 1
HGLHCLKK_02782	CDS	363	ybfE			putative protein YbfE
HGLHCLKK_02783	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
HGLHCLKK_02784	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
HGLHCLKK_02785	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
HGLHCLKK_02786	CDS	1320	potE		COG0531	Putrescine transporter PotE
HGLHCLKK_02787	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
HGLHCLKK_02788	CDS	105				hypothetical protein
HGLHCLKK_02789	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
HGLHCLKK_02790	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
HGLHCLKK_02791	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
HGLHCLKK_02792	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
HGLHCLKK_02793	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
HGLHCLKK_02794	CDS	207				hypothetical protein
HGLHCLKK_02795	CDS	213				hypothetical protein
HGLHCLKK_02796	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
HGLHCLKK_02797	CDS	1500	ansP2		COG1113	L-asparagine permease 2
HGLHCLKK_02798	CDS	1062	yncE		COG3391	putative protein YncE
HGLHCLKK_02799	CDS	2103	cntO_2			Metal-pseudopaline receptor CntO
HGLHCLKK_02800	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
HGLHCLKK_02801	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
HGLHCLKK_02802	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
HGLHCLKK_02803	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
HGLHCLKK_02804	CDS	234	ydcY			putative protein YdcY
HGLHCLKK_02805	CDS	174	ortT			Orphan toxin OrtT
HGLHCLKK_02806	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
HGLHCLKK_02807	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
HGLHCLKK_02808	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
HGLHCLKK_02809	CDS	1014	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HGLHCLKK_02810	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
HGLHCLKK_02811	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
HGLHCLKK_02812	CDS	438	hicB		COG1598	Antitoxin HicB
HGLHCLKK_02813	CDS	177	hicA	3.1.-.-		putative mRNA interferase toxin HicA
HGLHCLKK_02814	CDS	171				hypothetical protein
HGLHCLKK_02815	CDS	2004	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
HGLHCLKK_02816	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
HGLHCLKK_02817	CDS	852	ydcO_1		COG3135	Inner membrane protein YdcO
HGLHCLKK_02818	CDS	279	ydcO_2		COG3135	Inner membrane protein YdcO
HGLHCLKK_02819	CDS	669				hypothetical protein
HGLHCLKK_02820	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
HGLHCLKK_02821	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
HGLHCLKK_02822	CDS	981				hypothetical protein
HGLHCLKK_02823	CDS	297	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
HGLHCLKK_02824	CDS	225				hypothetical protein
HGLHCLKK_02825	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
HGLHCLKK_02826	CDS	1344			COG5383	putative protein
HGLHCLKK_02827	CDS	924	catM			HTH-type transcriptional regulator CatM
HGLHCLKK_02828	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
HGLHCLKK_02829	misc_RNA	152				sok
HGLHCLKK_02830	CDS	168				hypothetical protein
HGLHCLKK_02831	CDS	174				hypothetical protein
HGLHCLKK_02832	misc_RNA	64				RydC
HGLHCLKK_02833	CDS	531	cybB		COG3038	Cytochrome b561
HGLHCLKK_02834	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
HGLHCLKK_02835	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
HGLHCLKK_02836	CDS	801	ydcF		COG1434	Protein YdcF
HGLHCLKK_02837	CDS	378				hypothetical protein
HGLHCLKK_02838	CDS	432				hypothetical protein
HGLHCLKK_02839	CDS	339				hypothetical protein
HGLHCLKK_02840	CDS	426				hypothetical protein
HGLHCLKK_02841	CDS	3903				hypothetical protein
HGLHCLKK_02842	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
HGLHCLKK_02843	CDS	1317	ynbD		COG0671	putative protein YnbD
HGLHCLKK_02844	CDS	1758	ynbC		COG2267	putative protein YnbC
HGLHCLKK_02845	CDS	897				hypothetical protein
HGLHCLKK_02846	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
HGLHCLKK_02847	CDS	2307				hypothetical protein
HGLHCLKK_02848	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
HGLHCLKK_02849	CDS	2460				hypothetical protein
HGLHCLKK_02850	CDS	3036				hypothetical protein
HGLHCLKK_02851	CDS	324				hypothetical protein
HGLHCLKK_02852	CDS	186				hypothetical protein
HGLHCLKK_02853	CDS	2640				hypothetical protein
HGLHCLKK_02854	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
HGLHCLKK_02855	CDS	423	hslJ		COG3187	Heat shock protein HslJ
HGLHCLKK_02856	CDS	267				hypothetical protein
HGLHCLKK_02857	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
HGLHCLKK_02858	misc_RNA	121				MicC
HGLHCLKK_02859	CDS	372	ompN_1		COG3203	Outer membrane porin N
HGLHCLKK_02860	CDS	768	ompN_2		COG3203	Outer membrane porin N
HGLHCLKK_02861	CDS	435	uspF		COG0589	Universal stress protein F
HGLHCLKK_02862	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
HGLHCLKK_02863	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
HGLHCLKK_02864	CDS	171	ynaL			Protein YnaL
HGLHCLKK_02865	misc_RNA	118				frnS
HGLHCLKK_02866	CDS	984	zntB		COG0598	Zinc transport protein ZntB
HGLHCLKK_02867	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
HGLHCLKK_02868	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
HGLHCLKK_02869	misc_RNA	96				McaS
HGLHCLKK_02870	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
HGLHCLKK_02871	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
HGLHCLKK_02872	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
HGLHCLKK_02873	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
HGLHCLKK_02874	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
HGLHCLKK_02875	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
HGLHCLKK_02876	CDS	951	uspE		COG0589	Universal stress protein E
HGLHCLKK_02877	CDS	258				hypothetical protein
HGLHCLKK_02878	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
HGLHCLKK_02879	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
HGLHCLKK_02880	CDS	900	pgrR_2			HTH-type transcriptional regulator PgrR
HGLHCLKK_02881	CDS	921	ycjY_2		COG1073	putative protein YcjY
HGLHCLKK_02882	CDS	369	ycjY_3		COG1073	putative protein YcjY
HGLHCLKK_02883	CDS	624	ycjY_4		COG1073	putative protein YcjY
HGLHCLKK_02884	CDS	639				hypothetical protein
HGLHCLKK_02885	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
HGLHCLKK_02886	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
HGLHCLKK_02887	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
HGLHCLKK_02888	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
HGLHCLKK_02889	CDS	1062				hypothetical protein
HGLHCLKK_02890	CDS	1398	ycjX		COG3106	putative protein YcjX
HGLHCLKK_02891	CDS	999	purR_2		COG1609	HTH-type transcriptional repressor PurR
HGLHCLKK_02892	CDS	906	ompG			Outer membrane porin G
HGLHCLKK_02893	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
HGLHCLKK_02894	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
HGLHCLKK_02895	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
HGLHCLKK_02896	CDS	1056	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
HGLHCLKK_02897	CDS	789				hypothetical protein
HGLHCLKK_02898	CDS	1053	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
HGLHCLKK_02899	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
HGLHCLKK_02900	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
HGLHCLKK_02901	CDS	615				hypothetical protein
HGLHCLKK_02902	CDS	630				hypothetical protein
HGLHCLKK_02903	CDS	1305	ycjM_1	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
HGLHCLKK_02904	CDS	375	ycjM_2	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
HGLHCLKK_02905	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
HGLHCLKK_02906	CDS	222	pspD			Phage shock protein D
HGLHCLKK_02907	CDS	360	pspC		COG1983	Phage shock protein C
HGLHCLKK_02908	CDS	225	pspB_2			Phage shock protein B
HGLHCLKK_02909	CDS	669	pspA		COG1842	Phage shock protein A
HGLHCLKK_02910	CDS	978	pspF		COG1221	Psp operon transcriptional activator
HGLHCLKK_02911	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
HGLHCLKK_02912	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
HGLHCLKK_02913	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
HGLHCLKK_02914	CDS	558	puuR			HTH-type transcriptional regulator PuuR
HGLHCLKK_02915	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HGLHCLKK_02916	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
HGLHCLKK_02917	CDS	1386	puuP		COG0531	Putrescine importer PuuP
HGLHCLKK_02918	CDS	246				hypothetical protein
HGLHCLKK_02919	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
HGLHCLKK_02920	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
HGLHCLKK_02921	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
HGLHCLKK_02922	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
HGLHCLKK_02923	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
HGLHCLKK_02924	CDS	1164	bcr_2			Bicyclomycin resistance protein
HGLHCLKK_02925	CDS	1374	oprM		COG1538	Outer membrane protein OprM
HGLHCLKK_02926	CDS	3090	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
HGLHCLKK_02927	CDS	1122	mexA			Multidrug resistance protein MexA
HGLHCLKK_02928	CDS	567	betI_2			HTH-type transcriptional regulator BetI
HGLHCLKK_02929	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
HGLHCLKK_02930	CDS	1128				hypothetical protein
HGLHCLKK_02931	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
HGLHCLKK_02932	CDS	1578	pdeR_1	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
HGLHCLKK_02933	CDS	417	pdeR_2	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
HGLHCLKK_02934	CDS	174				hypothetical protein
HGLHCLKK_02935	CDS	750	srlR_3		COG1349	Glucitol operon repressor
HGLHCLKK_02936	CDS	219	osmB			Osmotically-inducible lipoprotein B
HGLHCLKK_02937	CDS	327	yciH		COG0023	putative protein YciH
HGLHCLKK_02938	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
HGLHCLKK_02939	CDS	1170	lapB		COG2956	Lipopolysaccharide assembly protein B
HGLHCLKK_02940	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
HGLHCLKK_02941	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
HGLHCLKK_02942	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
HGLHCLKK_02943	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
HGLHCLKK_02944	misc_RNA	203				STnc180
HGLHCLKK_02945	CDS	168				hypothetical protein
HGLHCLKK_02946	CDS	129	ymiA			Protein YmiA
HGLHCLKK_02947	CDS	975	cysB			HTH-type transcriptional regulator CysB
HGLHCLKK_02948	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
HGLHCLKK_02949	CDS	252	yciN			Protein YciN
HGLHCLKK_02950	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
HGLHCLKK_02951	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
HGLHCLKK_02952	CDS	591	btuR_1	2.5.1.17	COG2109	Corrinoid adenosyltransferase
HGLHCLKK_02953	CDS	873	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
HGLHCLKK_02954	CDS	1584				hypothetical protein
HGLHCLKK_02955	CDS	621	yciO		COG0009	putative protein YciO
HGLHCLKK_02956	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
HGLHCLKK_02957	misc_RNA	94				Trp_leader
HGLHCLKK_02958	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
HGLHCLKK_02959	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
HGLHCLKK_02960	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
HGLHCLKK_02961	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
HGLHCLKK_02962	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
HGLHCLKK_02963	CDS	180				hypothetical protein
HGLHCLKK_02964	CDS	501	yciF_1		COG3685	Protein YciF
HGLHCLKK_02965	CDS	507	yciE_1		COG3685	Protein YciE
HGLHCLKK_02966	CDS	309				hypothetical protein
HGLHCLKK_02967	CDS	591				hypothetical protein
HGLHCLKK_02968	CDS	648				hypothetical protein
HGLHCLKK_02969	CDS	270				hypothetical protein
HGLHCLKK_02970	CDS	381				hypothetical protein
HGLHCLKK_02971	CDS	315				hypothetical protein
HGLHCLKK_02972	CDS	960	parM			Plasmid segregation protein ParM
HGLHCLKK_02973	CDS	2823				hypothetical protein
HGLHCLKK_02974	CDS	366				hypothetical protein
HGLHCLKK_02975	CDS	231				hypothetical protein
HGLHCLKK_02976	misc_RNA	88				C4
HGLHCLKK_02977	misc_RNA	75				isrK
HGLHCLKK_02978	CDS	300				hypothetical protein
HGLHCLKK_02979	CDS	267				hypothetical protein
HGLHCLKK_02980	CDS	204				hypothetical protein
HGLHCLKK_02981	CDS	417				hypothetical protein
HGLHCLKK_02982	CDS	114				hypothetical protein
HGLHCLKK_02983	CDS	243				hypothetical protein
HGLHCLKK_02984	CDS	279				hypothetical protein
HGLHCLKK_02985	CDS	351				hypothetical protein
HGLHCLKK_02986	CDS	204				hypothetical protein
HGLHCLKK_02987	CDS	405				hypothetical protein
HGLHCLKK_02988	CDS	651				hypothetical protein
HGLHCLKK_02989	CDS	348				hypothetical protein
HGLHCLKK_02990	CDS	1002	xerC_2			Tyrosine recombinase XerC
HGLHCLKK_02991	CDS	666				hypothetical protein
HGLHCLKK_02992	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
HGLHCLKK_02993	CDS	240				hypothetical protein
HGLHCLKK_02994	CDS	498	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
HGLHCLKK_02995	CDS	324				hypothetical protein
HGLHCLKK_02996	CDS	252				hypothetical protein
HGLHCLKK_02997	CDS	504				hypothetical protein
HGLHCLKK_02998	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
HGLHCLKK_02999	CDS	1515	araG_2	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
HGLHCLKK_03000	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
HGLHCLKK_03001	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
HGLHCLKK_03002	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
HGLHCLKK_03003	CDS	429	uspC		COG0589	Universal stress protein C
HGLHCLKK_03004	CDS	351	flhD			Flagellar transcriptional regulator FlhD
HGLHCLKK_03005	CDS	579	flhC			Flagellar transcriptional regulator FlhC
HGLHCLKK_03006	CDS	888	motA		COG1291	Motility protein A
HGLHCLKK_03007	CDS	927	motB		COG1360	Motility protein B
HGLHCLKK_03008	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
HGLHCLKK_03009	CDS	504	cheW		COG0835	Chemotaxis protein CheW
HGLHCLKK_03010	misc_RNA	76				C0465
HGLHCLKK_03011	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
HGLHCLKK_03012	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
HGLHCLKK_03013	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
HGLHCLKK_03014	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
HGLHCLKK_03015	CDS	390	cheY		COG0784	Chemotaxis protein CheY
HGLHCLKK_03016	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
HGLHCLKK_03017	CDS	783	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
HGLHCLKK_03018	CDS	288	flhB_2		COG1377	Flagellar biosynthetic protein FlhB
HGLHCLKK_03019	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
HGLHCLKK_03020	CDS	396	flhE			Flagellar protein FlhE
HGLHCLKK_03021	CDS	537				hypothetical protein
HGLHCLKK_03022	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
HGLHCLKK_03023	CDS	567	yecM		COG3102	Protein YecM
