locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILNFNBCO_02766	CDS	1476	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
ILNFNBCO_02767	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
ILNFNBCO_02768	misc_RNA	78				naRNA4
ILNFNBCO_02769	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
ILNFNBCO_02770	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
ILNFNBCO_02771	CDS	240				hypothetical protein
ILNFNBCO_02772	CDS	720				hypothetical protein
ILNFNBCO_02773	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
ILNFNBCO_02774	CDS	696	yohK		COG1346	Inner membrane protein YohK
ILNFNBCO_02775	CDS	399				hypothetical protein
ILNFNBCO_02776	CDS	909	gbpR			HTH-type transcriptional regulator GbpR
ILNFNBCO_02777	CDS	1359	mhbT			3-hydroxybenzoate transporter MhbT
ILNFNBCO_02778	CDS	1029	nagI	1.13.11.4		Gentisate 1,2-dioxygenase
ILNFNBCO_02779	CDS	702	nagK_1	3.7.1.20		Fumarylpyruvate hydrolase
ILNFNBCO_02780	CDS	645	nagL	5.2.1.4		Maleylpyruvate isomerase
ILNFNBCO_02781	CDS	1194	mhbM	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
ILNFNBCO_02782	CDS	951	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
ILNFNBCO_02783	CDS	1527	ttgI			Toluene efflux pump outer membrane protein TtgI
ILNFNBCO_02784	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
ILNFNBCO_02785	CDS	579	yohD		COG0586	Inner membrane protein YohD
ILNFNBCO_02786	CDS	588	yohC			Inner membrane protein YohC
ILNFNBCO_02787	misc_RNA	81				Peptidase-S11
ILNFNBCO_02788	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
ILNFNBCO_02789	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
ILNFNBCO_02790	CDS	2268		3.2.1.-		Beta-xylosidase
ILNFNBCO_02791	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
ILNFNBCO_02792	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
ILNFNBCO_02793	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
ILNFNBCO_02794	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
ILNFNBCO_02795	CDS	108				hypothetical protein
ILNFNBCO_02796	CDS	648	mlrA		COG0789	HTH-type transcriptional regulator MlrA
ILNFNBCO_02797	CDS	1287	intQ_1		COG0582	Putative defective protein IntQ
ILNFNBCO_02798	CDS	255				hypothetical protein
ILNFNBCO_02799	CDS	135				hypothetical protein
ILNFNBCO_02800	CDS	243				hypothetical protein
ILNFNBCO_02801	CDS	363				hypothetical protein
ILNFNBCO_02802	CDS	357				hypothetical protein
ILNFNBCO_02803	CDS	177				hypothetical protein
ILNFNBCO_02804	CDS	351				hypothetical protein
ILNFNBCO_02805	CDS	171				hypothetical protein
ILNFNBCO_02806	CDS	759	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
ILNFNBCO_02807	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
ILNFNBCO_02808	CDS	933	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
ILNFNBCO_02809	CDS	837	ydjI		COG0191	putative protein YdjI
ILNFNBCO_02810	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
ILNFNBCO_02811	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
ILNFNBCO_02812	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
ILNFNBCO_02813	CDS	273				hypothetical protein
ILNFNBCO_02814	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
ILNFNBCO_02815	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
ILNFNBCO_02816	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
ILNFNBCO_02817	CDS	855	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
ILNFNBCO_02818	CDS	747	mipA_2		COG3713	MltA-interacting protein
ILNFNBCO_02819	CDS	1935				hypothetical protein
ILNFNBCO_02820	CDS	1284				hypothetical protein
ILNFNBCO_02821	CDS	1344	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
ILNFNBCO_02822	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
ILNFNBCO_02823	CDS	504				hypothetical protein
ILNFNBCO_02824	CDS	447				hypothetical protein
ILNFNBCO_02825	CDS	819	nimR			HTH-type transcriptional regulator NimR
ILNFNBCO_02826	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
ILNFNBCO_02827	CDS	348				hypothetical protein
ILNFNBCO_02828	CDS	255				hypothetical protein
ILNFNBCO_02829	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
ILNFNBCO_02830	CDS	249				hypothetical protein
ILNFNBCO_02831	CDS	183	yoaG			Protein YoaG
ILNFNBCO_02832	CDS	360	yeaR		COG3615	putative protein YeaR
ILNFNBCO_02833	CDS	639	leuE		COG1280	Leucine efflux protein
ILNFNBCO_02834	CDS	924	dmlR_4			HTH-type transcriptional regulator DmlR
ILNFNBCO_02835	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
ILNFNBCO_02836	CDS	1611	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
ILNFNBCO_02837	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
ILNFNBCO_02838	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
ILNFNBCO_02839	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
ILNFNBCO_02840	misc_RNA	86				sroD
ILNFNBCO_02841	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ILNFNBCO_02842	CDS	582	slp_2		COG3065	Outer membrane protein Slp
ILNFNBCO_02843	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
ILNFNBCO_02844	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
ILNFNBCO_02845	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ILNFNBCO_02846	CDS	300				hypothetical protein
ILNFNBCO_02847	CDS	180				hypothetical protein
ILNFNBCO_02848	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
ILNFNBCO_02849	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
ILNFNBCO_02850	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
ILNFNBCO_02851	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
ILNFNBCO_02852	CDS	1557				hypothetical protein
ILNFNBCO_02853	CDS	972	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
ILNFNBCO_02854	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
ILNFNBCO_02855	CDS	852	manZ_3		COG3716	PTS system mannose-specific EIID component
ILNFNBCO_02856	CDS	459				hypothetical protein
ILNFNBCO_02857	CDS	123				hypothetical protein
ILNFNBCO_02858	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
ILNFNBCO_02859	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
ILNFNBCO_02860	misc_RNA	461				cspA
ILNFNBCO_02861	CDS	210	cspC			Cold shock-like protein CspC
ILNFNBCO_02862	CDS	288				hypothetical protein
ILNFNBCO_02863	CDS	240				hypothetical protein
ILNFNBCO_02864	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
ILNFNBCO_02865	CDS	1374	ribZ			Riboflavin transporter RibZ
ILNFNBCO_02866	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
ILNFNBCO_02867	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
ILNFNBCO_02868	CDS	699	proQ_2		COG3109	RNA chaperone ProQ
ILNFNBCO_02869	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
ILNFNBCO_02870	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
ILNFNBCO_02871	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
ILNFNBCO_02872	CDS	1521	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
ILNFNBCO_02873	CDS	237	yebV			putative protein YebV
ILNFNBCO_02874	CDS	276				hypothetical protein
ILNFNBCO_02875	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
ILNFNBCO_02876	misc_RNA	145				SraC_RyeA
ILNFNBCO_02877	misc_RNA	100				SdsR_RyeB
ILNFNBCO_02878	CDS	342				hypothetical protein
ILNFNBCO_02879	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
ILNFNBCO_02880	CDS	375	yobA		COG2372	Protein YobA
ILNFNBCO_02881	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
ILNFNBCO_02882	CDS	657				hypothetical protein
ILNFNBCO_02883	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
ILNFNBCO_02884	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
ILNFNBCO_02885	CDS	660	yebE		COG2979	Inner membrane protein YebE
ILNFNBCO_02886	CDS	111				hypothetical protein
ILNFNBCO_02887	CDS	207				hypothetical protein
ILNFNBCO_02888	CDS	357	yebF			Protein YebF
ILNFNBCO_02889	CDS	291				hypothetical protein
ILNFNBCO_02890	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
ILNFNBCO_02891	CDS	642	eda		COG0800	KHG/KDPG aldolase
ILNFNBCO_02892	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
ILNFNBCO_02893	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
ILNFNBCO_02894	CDS	150				hypothetical protein
ILNFNBCO_02895	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
ILNFNBCO_02896	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
ILNFNBCO_02897	CDS	972	lpxM_1	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
ILNFNBCO_02898	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
ILNFNBCO_02899	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
ILNFNBCO_02900	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
ILNFNBCO_02901	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
ILNFNBCO_02902	misc_RNA	76				naRNA4
ILNFNBCO_02903	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
ILNFNBCO_02904	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
ILNFNBCO_02905	CDS	603				hypothetical protein
ILNFNBCO_02906	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
ILNFNBCO_02907	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
ILNFNBCO_02908	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
ILNFNBCO_02909	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
ILNFNBCO_02910	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
ILNFNBCO_02911	CDS	819				hypothetical protein
ILNFNBCO_02912	CDS	396	yecN		COG3788	Inner membrane protein YecN
ILNFNBCO_02913	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
ILNFNBCO_02914	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
ILNFNBCO_02915	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
ILNFNBCO_02916	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
ILNFNBCO_02917	misc_RNA	308				MicL
ILNFNBCO_02918	CDS	747	cutC_2		COG3142	Copper homeostasis protein CutC
ILNFNBCO_02919	CDS	567	yecM		COG3102	Protein YecM
ILNFNBCO_02920	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
ILNFNBCO_02921	CDS	489				hypothetical protein
ILNFNBCO_02922	CDS	396	flhE			Flagellar protein FlhE
ILNFNBCO_02923	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
ILNFNBCO_02924	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
ILNFNBCO_02925	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
ILNFNBCO_02926	CDS	390	cheY		COG0784	Chemotaxis protein CheY
ILNFNBCO_02927	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
ILNFNBCO_02928	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
ILNFNBCO_02929	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
ILNFNBCO_02930	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
ILNFNBCO_02931	misc_RNA	76				C0465
ILNFNBCO_02932	CDS	504	cheW		COG0835	Chemotaxis protein CheW
ILNFNBCO_02933	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
ILNFNBCO_02934	CDS	927	motB		COG1360	Motility protein B
ILNFNBCO_02935	CDS	888	motA		COG1291	Motility protein A
ILNFNBCO_02936	CDS	579	flhC			Flagellar transcriptional regulator FlhC
ILNFNBCO_02937	CDS	351	flhD			Flagellar transcriptional regulator FlhD
ILNFNBCO_02938	CDS	429	uspC		COG0589	Universal stress protein C
ILNFNBCO_02939	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
ILNFNBCO_02940	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
ILNFNBCO_02941	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
ILNFNBCO_02942	CDS	1515	araG_2	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
ILNFNBCO_02943	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
ILNFNBCO_02944	CDS	504				hypothetical protein
ILNFNBCO_02945	CDS	252				hypothetical protein
ILNFNBCO_02946	CDS	324				hypothetical protein
ILNFNBCO_02947	CDS	498	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
ILNFNBCO_02948	CDS	240				hypothetical protein
ILNFNBCO_02949	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
ILNFNBCO_02950	CDS	666				hypothetical protein
ILNFNBCO_02951	CDS	1002	xerC_2			Tyrosine recombinase XerC
ILNFNBCO_02952	CDS	348				hypothetical protein
ILNFNBCO_02953	CDS	651				hypothetical protein
ILNFNBCO_02954	CDS	405				hypothetical protein
ILNFNBCO_02955	CDS	204				hypothetical protein
ILNFNBCO_02956	CDS	351				hypothetical protein
ILNFNBCO_02957	CDS	279				hypothetical protein
ILNFNBCO_02958	CDS	243				hypothetical protein
ILNFNBCO_02959	CDS	114				hypothetical protein
ILNFNBCO_02960	CDS	417				hypothetical protein
ILNFNBCO_02961	CDS	204				hypothetical protein
ILNFNBCO_02962	CDS	267				hypothetical protein
ILNFNBCO_02963	CDS	300				hypothetical protein
ILNFNBCO_02964	misc_RNA	75				isrK
ILNFNBCO_02965	misc_RNA	88				C4
ILNFNBCO_02966	CDS	231				hypothetical protein
ILNFNBCO_02967	CDS	366				hypothetical protein
ILNFNBCO_02968	CDS	2823				hypothetical protein
ILNFNBCO_02969	CDS	960	parM			Plasmid segregation protein ParM
ILNFNBCO_02970	CDS	315				hypothetical protein
ILNFNBCO_02971	CDS	606				hypothetical protein
ILNFNBCO_02972	CDS	279				hypothetical protein
ILNFNBCO_02973	CDS	222				hypothetical protein
ILNFNBCO_02974	CDS	408				hypothetical protein
ILNFNBCO_02975	CDS	939	eaeB			Protein EaeB
ILNFNBCO_02976	CDS	1125				hypothetical protein
ILNFNBCO_02977	CDS	579				hypothetical protein
ILNFNBCO_02978	CDS	1056				hypothetical protein
ILNFNBCO_02979	CDS	1221				hypothetical protein
ILNFNBCO_02980	CDS	2805	eae			Intimin
ILNFNBCO_02981	CDS	471	cesT			Tir chaperone
ILNFNBCO_02982	CDS	1677	tir			Translocated intimin receptor Tir
ILNFNBCO_02983	CDS	612				hypothetical protein
ILNFNBCO_02984	CDS	384				hypothetical protein
ILNFNBCO_02985	CDS	507				hypothetical protein
ILNFNBCO_02986	CDS	918				hypothetical protein
ILNFNBCO_02987	CDS	321				hypothetical protein
ILNFNBCO_02988	CDS	1341	yscN	7.1.2.2		putative ATP synthase YscN
ILNFNBCO_02989	CDS	2028	ssaV		COG4789	Secretion system apparatus protein SsaV
ILNFNBCO_02990	CDS	354				hypothetical protein
ILNFNBCO_02991	CDS	300				hypothetical protein
ILNFNBCO_02992	CDS	378				hypothetical protein
ILNFNBCO_02993	CDS	573	yscJ			Yop proteins translocation lipoprotein J
ILNFNBCO_02994	CDS	456				hypothetical protein
ILNFNBCO_02995	CDS	1539	sctC_2			Type 3 secretion system secretin
ILNFNBCO_02996	CDS	456				hypothetical protein
ILNFNBCO_02997	CDS	414				hypothetical protein
ILNFNBCO_02998	CDS	372				hypothetical protein
ILNFNBCO_02999	CDS	459				hypothetical protein
ILNFNBCO_03000	CDS	1038	yscU			Yop proteins translocation protein U
ILNFNBCO_03001	CDS	777				hypothetical protein
ILNFNBCO_03002	CDS	270				hypothetical protein
ILNFNBCO_03003	CDS	654	spaP_2		COG4790	Surface presentation of antigens protein SpaP
ILNFNBCO_03004	CDS	654				hypothetical protein
ILNFNBCO_03005	CDS	600				hypothetical protein
ILNFNBCO_03006	CDS	315				hypothetical protein
ILNFNBCO_03007	CDS	219				hypothetical protein
ILNFNBCO_03008	CDS	372				hypothetical protein
ILNFNBCO_03009	CDS	1146				hypothetical protein
ILNFNBCO_03010	CDS	819	yjiK_2		COG3204	putative protein YjiK
ILNFNBCO_03011	CDS	108				hypothetical protein
ILNFNBCO_03012	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
ILNFNBCO_03013	CDS	819	nlpA		COG1464	Lipoprotein 28
ILNFNBCO_03014	CDS	294				hypothetical protein
ILNFNBCO_03015	CDS	1239	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
ILNFNBCO_03016	CDS	354				hypothetical protein
ILNFNBCO_03017	CDS	324				hypothetical protein
ILNFNBCO_03018	CDS	453				hypothetical protein
ILNFNBCO_03019	CDS	366	adeQ_1		COG2252	Adenine permease AdeQ
ILNFNBCO_03020	CDS	996	adeQ_2		COG2252	Adenine permease AdeQ
ILNFNBCO_03021	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
ILNFNBCO_03022	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
ILNFNBCO_03023	CDS	1320	uhpC_2		COG2271	Membrane sensor protein UhpC
ILNFNBCO_03024	CDS	1503	uhpB_2	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
ILNFNBCO_03025	CDS	591	uhpA_2		COG2197	Transcriptional regulatory protein UhpA
ILNFNBCO_03026	CDS	1104				hypothetical protein
ILNFNBCO_03027	CDS	315				hypothetical protein
ILNFNBCO_03028	CDS	483				hypothetical protein
ILNFNBCO_03029	CDS	558				hypothetical protein
ILNFNBCO_03030	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
ILNFNBCO_03031	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
ILNFNBCO_03032	misc_RNA	130				istR
ILNFNBCO_03033	CDS	90	tisB			Small toxic protein TisB
ILNFNBCO_03034	CDS	1185	emrD			Multidrug resistance protein D
ILNFNBCO_03035	CDS	498				hypothetical protein
ILNFNBCO_03036	CDS	363	yidG			Inner membrane protein YidG
ILNFNBCO_03037	CDS	348	yidH		COG2149	Inner membrane protein YidH
ILNFNBCO_03038	CDS	450	yidI			Inner membrane protein YidI
ILNFNBCO_03039	CDS	1494		3.1.6.-		Ulvan-active sulfatase
ILNFNBCO_03040	CDS	1716	yidK		COG4146	putative symporter YidK
ILNFNBCO_03041	CDS	894	rhaR_3			HTH-type transcriptional activator RhaR
ILNFNBCO_03042	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
ILNFNBCO_03043	CDS	1617				hypothetical protein
ILNFNBCO_03044	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
ILNFNBCO_03045	CDS	1662	aspT_2			Aspartate/alanine antiporter
ILNFNBCO_03046	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
ILNFNBCO_03047	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
ILNFNBCO_03048	misc_RNA	73				ROSE_2
ILNFNBCO_03049	CDS	261				hypothetical protein
ILNFNBCO_03050	CDS	1215				hypothetical protein
ILNFNBCO_03051	CDS	1065	cbrA		COG0644	Protein CbrA
ILNFNBCO_03052	CDS	657				hypothetical protein
ILNFNBCO_03053	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
ILNFNBCO_03054	CDS	399				hypothetical protein
ILNFNBCO_03055	misc_RNA	43				ES036
ILNFNBCO_03056	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
ILNFNBCO_03057	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
ILNFNBCO_03058	CDS	1101	dnaN		COG0592	Beta sliding clamp
ILNFNBCO_03059	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
ILNFNBCO_03060	misc_RNA	81				AsdA
ILNFNBCO_03061	CDS	141	rpmH		COG0230	50S ribosomal protein L34
ILNFNBCO_03062	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
ILNFNBCO_03063	CDS	1647	yidC			Membrane protein insertase YidC
ILNFNBCO_03064	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
ILNFNBCO_03065	CDS	231				hypothetical protein
ILNFNBCO_03066	CDS	1989				hypothetical protein
ILNFNBCO_03067	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
ILNFNBCO_03068	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
ILNFNBCO_03069	CDS	1176	mdtL			Multidrug resistance protein MdtL
ILNFNBCO_03070	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
ILNFNBCO_03071	CDS	750				hypothetical protein
ILNFNBCO_03072	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
ILNFNBCO_03073	CDS	1338	adeP		COG2252	Adenine permease AdeP
ILNFNBCO_03074	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
ILNFNBCO_03075	CDS	2409				hypothetical protein
ILNFNBCO_03076	CDS	672				hypothetical protein
ILNFNBCO_03077	CDS	426				hypothetical protein
ILNFNBCO_03078	CDS	2262				hypothetical protein
ILNFNBCO_03079	CDS	135				hypothetical protein
ILNFNBCO_03080	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
ILNFNBCO_03081	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
ILNFNBCO_03082	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
ILNFNBCO_03083	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
ILNFNBCO_03084	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
ILNFNBCO_03085	CDS	1083	elfG_2		COG3539	putative fimbrial-like protein ElfG
ILNFNBCO_03086	CDS	1071	elfG_3		COG3539	putative fimbrial-like protein ElfG
ILNFNBCO_03087	CDS	2535	elfC_3		COG3188	putative outer membrane usher protein ElfC
ILNFNBCO_03088	CDS	384	yraI_2			putative fimbrial chaperone YraI
ILNFNBCO_03089	CDS	603	lpfA_3			putative major fimbrial subunit LpfA
ILNFNBCO_03090	CDS	1830	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ILNFNBCO_03091	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
ILNFNBCO_03092	misc_RNA	158				STnc410
ILNFNBCO_03093	CDS	420	atpC		COG0355	ATP synthase epsilon chain
ILNFNBCO_03094	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
ILNFNBCO_03095	CDS	864	atpG		COG0224	ATP synthase gamma chain
ILNFNBCO_03096	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
ILNFNBCO_03097	CDS	534	atpH		COG0712	ATP synthase subunit delta
ILNFNBCO_03098	CDS	471	atpF		COG0711	ATP synthase subunit b
ILNFNBCO_03099	CDS	240	atpE		COG0636	ATP synthase subunit c
ILNFNBCO_03100	CDS	816	atpB		COG0356	ATP synthase subunit a
ILNFNBCO_03101	CDS	381	atpI		COG3312	ATP synthase protein I
ILNFNBCO_03102	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
ILNFNBCO_03103	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
ILNFNBCO_03104	CDS	444	mioC		COG0716	Protein MioC
ILNFNBCO_03105	CDS	459	asnC		COG1522	Regulatory protein AsnC
ILNFNBCO_03106	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
ILNFNBCO_03107	CDS	1452	viaA		COG2425	Protein ViaA
ILNFNBCO_03108	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
ILNFNBCO_03109	CDS	630	kup_1			Low affinity potassium transport system protein kup
ILNFNBCO_03110	CDS	1206	kup_2			Low affinity potassium transport system protein kup
ILNFNBCO_03111	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
ILNFNBCO_03112	CDS	1506	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
ILNFNBCO_03113	CDS	966	rbsC_3		COG1172	Ribose import permease protein RbsC
ILNFNBCO_03114	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
ILNFNBCO_03115	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
ILNFNBCO_03116	CDS	993	rbsR		COG1609	Ribose operon repressor
ILNFNBCO_03117	CDS	1428	hsrA			putative transport protein HsrA
ILNFNBCO_03118	CDS	693	nanR_2			HTH-type transcriptional repressor NanR
ILNFNBCO_03119	rRNA	1437				16S ribosomal RNA
ILNFNBCO_03120	CDS	222				hypothetical protein
ILNFNBCO_03121	CDS	1335				hypothetical protein
ILNFNBCO_03122	CDS	261				hypothetical protein
ILNFNBCO_03123	CDS	93				hypothetical protein
ILNFNBCO_03124	CDS	4851				hypothetical protein
ILNFNBCO_03125	CDS	462				hypothetical protein
ILNFNBCO_03126	CDS	1902	vgrG1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
ILNFNBCO_03127	CDS	1449	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
