locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKJJBAGK_02635	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
AKJJBAGK_02636	CDS	372				IS481 family transposase ISErsp1
AKJJBAGK_02637	CDS	261				hypothetical protein
AKJJBAGK_02638	CDS	1803				hypothetical protein
AKJJBAGK_02639	CDS	483				hypothetical protein
AKJJBAGK_02640	CDS	2109				hypothetical protein
AKJJBAGK_02641	CDS	213				hypothetical protein
AKJJBAGK_02642	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
AKJJBAGK_02643	CDS	1500	ansP2		COG1113	L-asparagine permease 2
AKJJBAGK_02644	CDS	1062	yncE		COG3391	putative protein YncE
AKJJBAGK_02645	CDS	2103	cntO_2			Metal-pseudopaline receptor CntO
AKJJBAGK_02646	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
AKJJBAGK_02647	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
AKJJBAGK_02648	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
AKJJBAGK_02649	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
AKJJBAGK_02650	CDS	234	ydcY			putative protein YdcY
AKJJBAGK_02651	CDS	174	ortT			Orphan toxin OrtT
AKJJBAGK_02652	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
AKJJBAGK_02653	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
AKJJBAGK_02654	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
AKJJBAGK_02655	CDS	1014	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
AKJJBAGK_02656	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
AKJJBAGK_02657	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
AKJJBAGK_02658	CDS	438	hicB		COG1598	Antitoxin HicB
AKJJBAGK_02659	CDS	177	hicA	3.1.-.-		putative mRNA interferase toxin HicA
AKJJBAGK_02660	CDS	171				hypothetical protein
AKJJBAGK_02661	CDS	2004	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
AKJJBAGK_02662	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
AKJJBAGK_02663	CDS	852	ydcO_1		COG3135	Inner membrane protein YdcO
AKJJBAGK_02664	CDS	279	ydcO_2		COG3135	Inner membrane protein YdcO
AKJJBAGK_02665	CDS	669				hypothetical protein
AKJJBAGK_02666	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
AKJJBAGK_02667	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
AKJJBAGK_02668	CDS	981				hypothetical protein
AKJJBAGK_02669	CDS	297	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
AKJJBAGK_02670	CDS	225				hypothetical protein
AKJJBAGK_02671	CDS	1500	mdoD_1		COG3131	Glucans biosynthesis protein D
AKJJBAGK_02672	CDS	93	mdoD_2		COG3131	Glucans biosynthesis protein D
AKJJBAGK_02673	CDS	1344			COG5383	putative protein
AKJJBAGK_02674	CDS	924	catM			HTH-type transcriptional regulator CatM
AKJJBAGK_02675	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
AKJJBAGK_02676	misc_RNA	152				sok
AKJJBAGK_02677	CDS	168				hypothetical protein
AKJJBAGK_02678	CDS	174				hypothetical protein
AKJJBAGK_02679	misc_RNA	64				RydC
AKJJBAGK_02680	CDS	531	cybB		COG3038	Cytochrome b561
AKJJBAGK_02681	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
AKJJBAGK_02682	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
AKJJBAGK_02683	CDS	801	ydcF		COG1434	Protein YdcF
AKJJBAGK_02684	CDS	378				hypothetical protein
AKJJBAGK_02685	CDS	432				hypothetical protein
AKJJBAGK_02686	CDS	339				hypothetical protein
AKJJBAGK_02687	CDS	426				hypothetical protein
AKJJBAGK_02688	CDS	3903				hypothetical protein
AKJJBAGK_02689	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
AKJJBAGK_02690	CDS	1317	ynbD		COG0671	putative protein YnbD
AKJJBAGK_02691	CDS	1758	ynbC		COG2267	putative protein YnbC
AKJJBAGK_02692	CDS	897				hypothetical protein
AKJJBAGK_02693	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
AKJJBAGK_02694	CDS	2307				hypothetical protein
AKJJBAGK_02695	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
AKJJBAGK_02696	CDS	2460				hypothetical protein
AKJJBAGK_02697	CDS	3036				hypothetical protein
AKJJBAGK_02698	CDS	324				hypothetical protein
AKJJBAGK_02699	CDS	186				hypothetical protein
AKJJBAGK_02700	CDS	2640				hypothetical protein
AKJJBAGK_02701	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
AKJJBAGK_02702	CDS	423	hslJ		COG3187	Heat shock protein HslJ
AKJJBAGK_02703	CDS	267				hypothetical protein
AKJJBAGK_02704	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
AKJJBAGK_02705	misc_RNA	121				MicC
AKJJBAGK_02706	CDS	372	ompN_1		COG3203	Outer membrane porin N
AKJJBAGK_02707	CDS	768	ompN_2		COG3203	Outer membrane porin N
AKJJBAGK_02708	CDS	435	uspF		COG0589	Universal stress protein F
AKJJBAGK_02709	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
AKJJBAGK_02710	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
AKJJBAGK_02711	CDS	171	ynaL			Protein YnaL
AKJJBAGK_02712	misc_RNA	118				frnS
AKJJBAGK_02713	CDS	984	zntB		COG0598	Zinc transport protein ZntB
AKJJBAGK_02714	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
AKJJBAGK_02715	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
AKJJBAGK_02716	misc_RNA	96				McaS
AKJJBAGK_02717	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
AKJJBAGK_02718	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
AKJJBAGK_02719	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
AKJJBAGK_02720	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
AKJJBAGK_02721	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
AKJJBAGK_02722	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
AKJJBAGK_02723	CDS	951	uspE		COG0589	Universal stress protein E
AKJJBAGK_02724	CDS	258				hypothetical protein
AKJJBAGK_02725	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
AKJJBAGK_02726	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
AKJJBAGK_02727	CDS	900	pgrR_1			HTH-type transcriptional regulator PgrR
AKJJBAGK_02728	CDS	921	ycjY_1		COG1073	putative protein YcjY
AKJJBAGK_02729	CDS	369	ycjY_2		COG1073	putative protein YcjY
AKJJBAGK_02730	CDS	624	ycjY_3		COG1073	putative protein YcjY
AKJJBAGK_02731	CDS	639				hypothetical protein
AKJJBAGK_02732	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
AKJJBAGK_02733	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
AKJJBAGK_02734	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
AKJJBAGK_02735	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
AKJJBAGK_02736	CDS	1062				hypothetical protein
AKJJBAGK_02737	CDS	1398	ycjX		COG3106	putative protein YcjX
AKJJBAGK_02738	CDS	999	purR_2		COG1609	HTH-type transcriptional repressor PurR
AKJJBAGK_02739	CDS	906	ompG			Outer membrane porin G
AKJJBAGK_02740	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
AKJJBAGK_02741	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
AKJJBAGK_02742	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
AKJJBAGK_02743	CDS	1056	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
AKJJBAGK_02744	CDS	789				hypothetical protein
AKJJBAGK_02745	CDS	1053	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
AKJJBAGK_02746	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
AKJJBAGK_02747	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
AKJJBAGK_02748	CDS	615				hypothetical protein
AKJJBAGK_02749	CDS	630				hypothetical protein
AKJJBAGK_02750	CDS	1305	ycjM_1	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
AKJJBAGK_02751	CDS	375	ycjM_2	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
AKJJBAGK_02752	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
AKJJBAGK_02753	CDS	222	pspD			Phage shock protein D
AKJJBAGK_02754	CDS	360	pspC		COG1983	Phage shock protein C
AKJJBAGK_02755	CDS	225	pspB_2			Phage shock protein B
AKJJBAGK_02756	CDS	669	pspA		COG1842	Phage shock protein A
AKJJBAGK_02757	CDS	978	pspF		COG1221	Psp operon transcriptional activator
AKJJBAGK_02758	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
AKJJBAGK_02759	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
AKJJBAGK_02760	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
AKJJBAGK_02761	CDS	558	puuR			HTH-type transcriptional regulator PuuR
AKJJBAGK_02762	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
AKJJBAGK_02763	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
AKJJBAGK_02764	CDS	1386	puuP		COG0531	Putrescine importer PuuP
AKJJBAGK_02765	CDS	246				hypothetical protein
AKJJBAGK_02766	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
AKJJBAGK_02767	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
AKJJBAGK_02768	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
AKJJBAGK_02769	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
AKJJBAGK_02770	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
AKJJBAGK_02771	CDS	1164	bcr_2			Bicyclomycin resistance protein
AKJJBAGK_02772	CDS	1374	oprM		COG1538	Outer membrane protein OprM
AKJJBAGK_02773	CDS	3090	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
AKJJBAGK_02774	CDS	1122	mexA			Multidrug resistance protein MexA
AKJJBAGK_02775	CDS	567	betI_1			HTH-type transcriptional regulator BetI
AKJJBAGK_02776	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
AKJJBAGK_02777	CDS	1128				hypothetical protein
AKJJBAGK_02778	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
AKJJBAGK_02779	CDS	1578	pdeR_1	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
AKJJBAGK_02780	CDS	417	pdeR_2	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
AKJJBAGK_02781	CDS	174				hypothetical protein
AKJJBAGK_02782	CDS	750	srlR_3		COG1349	Glucitol operon repressor
AKJJBAGK_02783	CDS	219	osmB			Osmotically-inducible lipoprotein B
AKJJBAGK_02784	CDS	327	yciH		COG0023	putative protein YciH
AKJJBAGK_02785	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AKJJBAGK_02786	CDS	1170	lapB_2		COG2956	Lipopolysaccharide assembly protein B
AKJJBAGK_02787	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
AKJJBAGK_02788	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
AKJJBAGK_02789	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
AKJJBAGK_02790	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
AKJJBAGK_02791	misc_RNA	203				STnc180
AKJJBAGK_02792	CDS	168				hypothetical protein
AKJJBAGK_02793	CDS	129	ymiA			Protein YmiA
AKJJBAGK_02794	CDS	975	cysB_1			HTH-type transcriptional regulator CysB
AKJJBAGK_02795	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
AKJJBAGK_02796	CDS	252	yciN			Protein YciN
AKJJBAGK_02797	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
AKJJBAGK_02798	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
AKJJBAGK_02799	CDS	591	btuR_1	2.5.1.17	COG2109	Corrinoid adenosyltransferase
AKJJBAGK_02800	CDS	873	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
AKJJBAGK_02801	CDS	1584				hypothetical protein
AKJJBAGK_02802	CDS	621	yciO		COG0009	putative protein YciO
AKJJBAGK_02803	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
AKJJBAGK_02804	misc_RNA	94				Trp_leader
AKJJBAGK_02805	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
AKJJBAGK_02806	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
AKJJBAGK_02807	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
AKJJBAGK_02808	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
AKJJBAGK_02809	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
AKJJBAGK_02810	CDS	180				hypothetical protein
AKJJBAGK_02811	CDS	501	yciF_1		COG3685	Protein YciF
AKJJBAGK_02812	CDS	507	yciE_1		COG3685	Protein YciE
AKJJBAGK_02813	CDS	309				hypothetical protein
AKJJBAGK_02814	CDS	591				hypothetical protein
AKJJBAGK_02815	CDS	648				hypothetical protein
AKJJBAGK_02816	CDS	270				hypothetical protein
AKJJBAGK_02817	CDS	171				hypothetical protein
AKJJBAGK_02818	CDS	759	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
AKJJBAGK_02819	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
AKJJBAGK_02820	CDS	933	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
AKJJBAGK_02821	CDS	837	ydjI		COG0191	putative protein YdjI
AKJJBAGK_02822	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
AKJJBAGK_02823	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
AKJJBAGK_02824	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
AKJJBAGK_02825	CDS	273				hypothetical protein
AKJJBAGK_02826	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
AKJJBAGK_02827	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
AKJJBAGK_02828	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
AKJJBAGK_02829	CDS	855	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
AKJJBAGK_02830	CDS	747	mipA_2		COG3713	MltA-interacting protein
AKJJBAGK_02831	CDS	1935				hypothetical protein
AKJJBAGK_02832	CDS	1284				hypothetical protein
AKJJBAGK_02833	CDS	1344	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
AKJJBAGK_02834	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
AKJJBAGK_02835	CDS	504				hypothetical protein
AKJJBAGK_02836	CDS	447				hypothetical protein
AKJJBAGK_02837	CDS	819	nimR			HTH-type transcriptional regulator NimR
AKJJBAGK_02838	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
AKJJBAGK_02839	CDS	348				hypothetical protein
AKJJBAGK_02840	CDS	255				hypothetical protein
AKJJBAGK_02841	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
AKJJBAGK_02842	CDS	249				hypothetical protein
AKJJBAGK_02843	CDS	183	yoaG			Protein YoaG
AKJJBAGK_02844	CDS	360	yeaR		COG3615	putative protein YeaR
AKJJBAGK_02845	CDS	639	leuE		COG1280	Leucine efflux protein
AKJJBAGK_02846	CDS	924	dmlR_4			HTH-type transcriptional regulator DmlR
AKJJBAGK_02847	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
AKJJBAGK_02848	CDS	1611	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
AKJJBAGK_02849	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
AKJJBAGK_02850	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
AKJJBAGK_02851	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
AKJJBAGK_02852	misc_RNA	86				sroD
AKJJBAGK_02853	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AKJJBAGK_02854	CDS	582	slp_2		COG3065	Outer membrane protein Slp
AKJJBAGK_02855	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
AKJJBAGK_02856	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
AKJJBAGK_02857	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AKJJBAGK_02858	CDS	300				hypothetical protein
AKJJBAGK_02859	CDS	180				hypothetical protein
AKJJBAGK_02860	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
AKJJBAGK_02861	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
AKJJBAGK_02862	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
AKJJBAGK_02863	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
AKJJBAGK_02864	CDS	1557				hypothetical protein
AKJJBAGK_02865	CDS	972	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
AKJJBAGK_02866	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
AKJJBAGK_02867	CDS	852	manZ_3		COG3716	PTS system mannose-specific EIID component
AKJJBAGK_02868	CDS	459				hypothetical protein
AKJJBAGK_02869	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
AKJJBAGK_02870	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
AKJJBAGK_02871	misc_RNA	461				cspA
AKJJBAGK_02872	CDS	210	cspC			Cold shock-like protein CspC
AKJJBAGK_02873	CDS	288				hypothetical protein
AKJJBAGK_02874	CDS	240				hypothetical protein
AKJJBAGK_02875	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
AKJJBAGK_02876	CDS	1374	ribZ			Riboflavin transporter RibZ
AKJJBAGK_02877	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
AKJJBAGK_02878	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
AKJJBAGK_02879	CDS	699	proQ_2		COG3109	RNA chaperone ProQ
AKJJBAGK_02880	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
AKJJBAGK_02881	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
AKJJBAGK_02882	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
AKJJBAGK_02883	CDS	1521	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
AKJJBAGK_02884	CDS	237	yebV			putative protein YebV
AKJJBAGK_02885	CDS	276				hypothetical protein
AKJJBAGK_02886	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
AKJJBAGK_02887	misc_RNA	145				SraC_RyeA
AKJJBAGK_02888	misc_RNA	100				SdsR_RyeB
AKJJBAGK_02889	CDS	342				hypothetical protein
AKJJBAGK_02890	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
AKJJBAGK_02891	CDS	375	yobA		COG2372	Protein YobA
AKJJBAGK_02892	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
AKJJBAGK_02893	CDS	657				hypothetical protein
AKJJBAGK_02894	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
AKJJBAGK_02895	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
AKJJBAGK_02896	CDS	660	yebE		COG2979	Inner membrane protein YebE
AKJJBAGK_02897	CDS	111				hypothetical protein
AKJJBAGK_02898	CDS	207				hypothetical protein
AKJJBAGK_02899	CDS	357	yebF			Protein YebF
AKJJBAGK_02900	CDS	291				hypothetical protein
AKJJBAGK_02901	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
AKJJBAGK_02902	CDS	642	eda		COG0800	KHG/KDPG aldolase
AKJJBAGK_02903	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
AKJJBAGK_02904	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
AKJJBAGK_02905	CDS	150				hypothetical protein
AKJJBAGK_02906	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
AKJJBAGK_02907	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
AKJJBAGK_02908	CDS	972	lpxM_1	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
AKJJBAGK_02909	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
AKJJBAGK_02910	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
AKJJBAGK_02911	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
AKJJBAGK_02912	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
AKJJBAGK_02913	misc_RNA	76				naRNA4
AKJJBAGK_02914	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AKJJBAGK_02915	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AKJJBAGK_02916	CDS	603				hypothetical protein
AKJJBAGK_02917	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
AKJJBAGK_02918	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
AKJJBAGK_02919	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
AKJJBAGK_02920	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
AKJJBAGK_02921	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
AKJJBAGK_02922	CDS	819				hypothetical protein
AKJJBAGK_02923	CDS	396	yecN		COG3788	Inner membrane protein YecN
AKJJBAGK_02924	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
AKJJBAGK_02925	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
AKJJBAGK_02926	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
AKJJBAGK_02927	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
AKJJBAGK_02928	misc_RNA	308				MicL
AKJJBAGK_02929	CDS	747	cutC_2		COG3142	Copper homeostasis protein CutC
AKJJBAGK_02930	CDS	567	yecM		COG3102	Protein YecM
AKJJBAGK_02931	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
AKJJBAGK_02932	CDS	489				hypothetical protein
AKJJBAGK_02933	CDS	396	flhE			Flagellar protein FlhE
AKJJBAGK_02934	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
AKJJBAGK_02935	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
AKJJBAGK_02936	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
AKJJBAGK_02937	CDS	390	cheY		COG0784	Chemotaxis protein CheY
AKJJBAGK_02938	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
AKJJBAGK_02939	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
AKJJBAGK_02940	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
AKJJBAGK_02941	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
AKJJBAGK_02942	misc_RNA	76				C0465
AKJJBAGK_02943	CDS	504	cheW		COG0835	Chemotaxis protein CheW
AKJJBAGK_02944	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
AKJJBAGK_02945	CDS	927	motB		COG1360	Motility protein B
AKJJBAGK_02946	CDS	888	motA		COG1291	Motility protein A
AKJJBAGK_02947	CDS	579	flhC			Flagellar transcriptional regulator FlhC
AKJJBAGK_02948	CDS	351	flhD			Flagellar transcriptional regulator FlhD
AKJJBAGK_02949	CDS	429	uspC		COG0589	Universal stress protein C
AKJJBAGK_02950	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
AKJJBAGK_02951	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
AKJJBAGK_02952	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
AKJJBAGK_02953	CDS	1515	araG_2	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
AKJJBAGK_02954	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
AKJJBAGK_02955	CDS	504				hypothetical protein
AKJJBAGK_02956	CDS	252				hypothetical protein
AKJJBAGK_02957	CDS	324				hypothetical protein
AKJJBAGK_02958	CDS	498	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
AKJJBAGK_02959	CDS	240				hypothetical protein
AKJJBAGK_02960	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
AKJJBAGK_02961	CDS	666				hypothetical protein
AKJJBAGK_02962	CDS	1002	xerC_2			Tyrosine recombinase XerC
AKJJBAGK_02963	CDS	348				hypothetical protein
AKJJBAGK_02964	CDS	651				hypothetical protein
AKJJBAGK_02965	CDS	405				hypothetical protein
AKJJBAGK_02966	CDS	204				hypothetical protein
AKJJBAGK_02967	CDS	351				hypothetical protein
AKJJBAGK_02968	CDS	279				hypothetical protein
AKJJBAGK_02969	CDS	243				hypothetical protein
AKJJBAGK_02970	CDS	114				hypothetical protein
AKJJBAGK_02971	CDS	417				hypothetical protein
AKJJBAGK_02972	CDS	204				hypothetical protein
AKJJBAGK_02973	CDS	267				hypothetical protein
AKJJBAGK_02974	CDS	300				hypothetical protein
AKJJBAGK_02975	misc_RNA	75				isrK
AKJJBAGK_02976	misc_RNA	88				C4
AKJJBAGK_02977	CDS	231				hypothetical protein
